Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
109837,5638906,46,3,married,rented,yes,Firefighter,Serampore,West_Bengal,3,13,0
109854,1100548,49,3,single,rented,yes,Technical writer,Surat,Gujarat,3,10,1
109866,9574183,39,14,single,rented,yes,Police officer,Varanasi,Uttar_Pradesh,8,12,0
109868,3255548,63,14,single,rented,no,Chef,Agra,Uttar_Pradesh,14,12,0
109877,2716181,76,8,single,rented,no,Surgeon,Mahbubnagar,Telangana,8,11,1
109890,208537,33,6,married,rented,no,Air traffic controller,Vijayawada,Andhra_Pradesh,6,12,0
109905,2362103,56,2,single,rented,no,Dentist,Mathura,Uttar_Pradesh,2,11,1
109921,8397031,54,12,single,rented,no,Civil servant,Adoni,Andhra_Pradesh,10,12,0
109923,738257,27,3,single,norent_noown,no,Web designer,Siliguri,West_Bengal,3,10,0
109939,6051217,48,20,single,owned,no,Analyst,Proddatur,Andhra_Pradesh,7,12,0
109941,974748,42,6,single,rented,no,Biomedical Engineer,Nagpur,Maharashtra,6,11,1
109945,1035064,66,6,single,rented,no,Army officer,Siliguri,West_Bengal,6,11,0
109955,5783146,51,18,single,rented,no,Psychologist,Chittoor[28],Andhra_Pradesh,7,12,0
109978,5679259,78,17,single,rented,no,Official,Rohtak,Haryana,14,10,0
109979,4489952,66,5,single,owned,no,Fashion Designer,Siwan[32],Bihar,5,11,1
109989,2810048,79,7,single,rented,no,Engineer,Hapur,Uttar_Pradesh,7,13,0
109990,4436504,56,9,single,rented,yes,Financial Analyst,Tadepalligudem,Andhra_Pradesh,9,13,0
109992,1950853,54,6,single,rented,no,Air traffic controller,Suryapet,Telangana,6,14,1
109994,1061632,75,6,single,rented,yes,Police officer,Gorakhpur,Uttar_Pradesh,6,10,0
109997,2297128,30,6,single,rented,yes,Computer hardware engineer,Darbhanga,Bihar,6,13,1
110013,335003,75,11,single,norent_noown,no,Economist,Jalna,Maharashtra,11,13,1
110045,1053988,73,6,single,owned,no,Software Developer,Nashik,Maharashtra,6,13,1
110056,9962662,79,19,single,rented,no,Microbiologist,Amritsar,Punjab,7,11,0
110062,2229331,79,6,single,rented,yes,Petroleum Engineer,Bidhannagar,West_Bengal,6,11,1
110071,228131,30,5,single,rented,no,Technician,Kakinada,Andhra_Pradesh,5,12,1
110072,600473,24,11,single,rented,no,Analyst,Faridabad,Haryana,6,14,1
110085,8905545,27,13,single,rented,yes,Air traffic controller,Gopalpur,West_Bengal,11,12,0
110086,7908473,66,0,single,rented,no,Technician,Uluberia,West_Bengal,0,10,1
110099,4305317,75,6,single,rented,no,Surgeon,Sambhal,Uttar_Pradesh,6,12,1
110109,4932179,24,2,single,rented,no,Chemical engineer,Danapur,Bihar,2,10,0
110112,3453372,47,2,single,rented,no,Financial Analyst,Saharanpur,Uttar_Pradesh,2,10,1
110120,448452,22,7,single,rented,no,Graphic Designer,Bhind,Madhya_Pradesh,6,13,1
110123,4854861,77,1,married,rented,no,Designer,Jamalpur[36],Bihar,1,13,0
110140,289113,40,5,single,rented,yes,Politician,Bilaspur,Chhattisgarh,5,12,1
110141,2593784,66,1,single,rented,yes,Official,Muzaffarpur,Bihar,1,11,1
110165,4742685,38,2,single,rented,yes,Petroleum Engineer,Guntakal,Andhra_Pradesh,2,12,1
110167,5581770,56,12,single,owned,no,Physician,Mango,Jharkhand,8,13,0
110187,3956624,66,18,single,rented,no,Designer,Srikakulam,Andhra_Pradesh,12,10,0
110214,3218377,66,15,single,rented,no,Statistician,Nadiad,Gujarat,7,14,0
110215,4012270,39,7,single,rented,yes,Web designer,Hazaribagh,Jharkhand,7,10,1
110216,1369446,59,3,single,rented,no,Police officer,Bathinda,Punjab,3,11,1
110219,2147176,45,5,single,owned,no,Lawyer,New_Delhi,Delhi,5,14,1
110236,3478374,74,5,single,rented,no,Industrial Engineer,Kochi,Kerala,5,10,1
110244,3711225,56,17,single,rented,no,Computer operator,Raichur,Karnataka,12,11,0
110248,6284000,32,3,single,rented,no,Petroleum Engineer,Kochi,Kerala,3,11,1
110262,7018599,53,0,single,rented,no,Surveyor,Hajipur[31],Bihar,0,13,1
110264,5509700,37,0,single,rented,no,Microbiologist,Machilipatnam,Andhra_Pradesh,0,13,1
110270,1045513,40,2,single,norent_noown,no,Consultant,Hyderabad,Telangana,2,14,1
110276,622010,65,8,single,rented,no,Consultant,Kakinada,Andhra_Pradesh,8,13,1
110278,6859891,66,13,single,rented,no,Psychologist,Raipur,Chhattisgarh,11,13,0
110284,3805156,72,4,single,rented,no,Artist,Karawal_Nagar,Delhi,4,12,1
110286,2837107,70,3,single,rented,no,Consultant,South_Dumdum,West_Bengal,3,11,1
110290,4295693,52,13,single,rented,no,Graphic Designer,Deoghar,Jharkhand,6,13,0
110303,1929764,45,5,single,rented,no,Geologist,Firozabad,Uttar_Pradesh,3,12,1
110305,415703,56,5,single,rented,no,Artist,Bellary,Karnataka,5,11,0
110319,1923313,71,5,single,rented,no,Magistrate,Pallavaram,Tamil_Nadu,3,10,1
110325,469269,65,7,single,rented,no,Software Developer,Nashik,Maharashtra,3,12,1
110351,1216848,60,9,single,rented,no,Computer hardware engineer,Muzaffarpur,Bihar,9,12,1
110352,9783868,27,20,single,rented,yes,Computer operator,Kumbakonam,Tamil_Nadu,12,14,0
110360,3092529,49,1,single,rented,no,Fashion Designer,Kottayam,Kerala,1,10,1
110362,555482,32,12,single,rented,no,Chartered Accountant,Gorakhpur,Uttar_Pradesh,9,11,1
110371,4871820,37,12,single,rented,no,Web designer,Tiruppur,Tamil_Nadu,10,10,0
110383,2499276,21,0,single,rented,no,Physician,Dhanbad,Jharkhand,0,12,1
110386,1085302,69,4,single,rented,no,Flight attendant,Panihati,West_Bengal,4,10,1
110403,291391,33,8,single,rented,no,Technical writer,Bhiwani,Haryana,6,13,1
110414,5485064,27,2,single,rented,no,Designer,South_Dumdum,West_Bengal,2,12,0
110415,1692995,46,8,single,rented,no,Software Developer,Aurangabad[39],Bihar,8,14,1
110423,6238694,59,1,single,rented,no,Engineer,Kulti,West_Bengal,1,11,1
110425,882249,36,14,single,owned,no,Dentist,Phagwara,Punjab,12,13,1
110446,90178,76,9,single,rented,no,Geologist,Mathura,Uttar_Pradesh,9,11,1
110449,4485310,49,7,married,rented,no,Magistrate,Siliguri,West_Bengal,7,14,0
110463,4763378,70,6,single,rented,yes,Psychologist,Ambattur,Tamil_Nadu,6,14,1
110467,5647627,46,2,single,rented,no,Physician,Salem,Tamil_Nadu,2,11,0
110471,2974289,22,3,single,rented,no,Civil servant,Raebareli,Uttar_Pradesh,3,13,1
110476,8230205,71,6,single,rented,yes,Chef,Bareilly,Uttar_Pradesh,6,12,0
110482,1877926,52,16,single,rented,no,Fashion Designer,Bhiwani,Haryana,14,13,0
110487,2165988,58,14,single,owned,no,Statistician,Shimoga,Karnataka,6,13,0
110488,1281153,71,0,married,rented,no,Designer,Bhagalpur,Bihar,0,11,0
110491,7171033,68,19,married,rented,no,Computer operator,Jalandhar,Punjab,4,10,0
110501,3897430,21,2,single,rented,no,Technician,Tinsukia,Assam,2,12,0
110504,1872336,28,3,single,rented,yes,Industrial Engineer,Satna,Madhya_Pradesh,3,12,1
110508,7727737,41,11,single,rented,no,Civil servant,Giridih,Jharkhand,3,11,0
110512,9476109,69,8,single,rented,no,Petroleum Engineer,Loni,Uttar_Pradesh,8,13,0
110521,2742207,35,9,single,rented,no,Surveyor,Firozabad,Uttar_Pradesh,9,10,0
110524,1050149,33,5,single,rented,no,Chef,Kakinada,Andhra_Pradesh,5,13,1
110526,229131,76,10,single,rented,no,Aviator,Ichalkaranji,Maharashtra,10,13,1
110548,1736074,64,3,single,rented,no,Analyst,Kharagpur,West_Bengal,3,11,0
110553,2041208,63,6,single,rented,no,Mechanical engineer,Kochi,Kerala,6,12,0
110558,270761,48,1,single,rented,no,Fashion Designer,Ajmer,Rajasthan,1,11,1
110560,128902,31,6,married,rented,yes,Artist,Phusro,Jharkhand,6,12,0
110571,1085710,72,12,single,rented,no,Librarian,Kollam,Kerala,9,10,1
110578,1049794,66,13,single,rented,no,Technical writer,Ambarnath,Maharashtra,9,11,0
110594,1114427,73,9,single,rented,yes,Comedian,Sasaram[30],Bihar,9,13,1
110606,110437,41,8,single,rented,no,Police officer,Gopalpur,West_Bengal,8,12,1
110608,2153305,21,11,single,rented,yes,Computer hardware engineer,Shimla,Himachal_Pradesh,11,14,0
110611,3520592,22,7,single,rented,no,Statistician,Fatehpur,Uttar_Pradesh,7,14,0
110626,2218088,35,9,single,rented,no,Lawyer,Phusro,Jharkhand,5,11,1
110635,490369,23,7,single,rented,yes,Analyst,Jalandhar,Punjab,6,14,1
110637,1341380,70,17,married,rented,no,Graphic Designer,Thrissur,Kerala,3,13,0
110647,1847709,44,3,single,rented,yes,Scientist,Thiruvananthapuram,Kerala,3,12,1
110652,5683730,47,8,single,norent_noown,no,Surveyor,Vijayawada,Andhra_Pradesh,7,14,0
110654,1225686,65,9,single,rented,no,Comedian,Hospet,Karnataka,5,13,1
110655,9388165,29,19,single,rented,no,Economist,Rewa,Madhya_Pradesh,13,11,0
110684,7321831,46,8,single,rented,no,Technician,Lucknow,Uttar_Pradesh,6,11,0
110691,1171428,45,11,single,rented,yes,Statistician,Agartala,Tripura,5,11,1
110694,2949086,42,1,single,rented,no,Chartered Accountant,Gopalpur,West_Bengal,1,10,0
110695,2442525,54,18,single,norent_noown,no,Technology specialist,Salem,Tamil_Nadu,4,14,0
110705,431500,51,10,single,rented,yes,Surveyor,Chandrapur,Maharashtra,10,11,1
110706,5975878,56,17,married,rented,no,Financial Analyst,Katihar,Bihar,6,11,0
110719,9071461,63,18,married,rented,yes,Microbiologist,Satara,Maharashtra,8,13,0
110722,1612818,79,10,single,rented,no,Lawyer,Sonipat,Haryana,10,11,1
110733,2467224,35,3,single,rented,no,Flight attendant,Dibrugarh,Assam,3,11,1
110755,4275801,78,8,married,rented,yes,Computer hardware engineer,Amritsar,Punjab,3,11,0
110768,2687545,60,3,single,rented,yes,Technical writer,Mango,Jharkhand,3,11,1
110776,3098010,77,15,single,rented,yes,Physician,Mahbubnagar,Telangana,14,10,0
110793,1657435,36,7,single,rented,yes,Hotel Manager,Bilaspur,Chhattisgarh,7,13,1
110795,739809,55,4,single,rented,no,Artist,Vijayanagaram,Andhra_Pradesh,4,12,1
110797,4151262,40,12,single,rented,yes,Army officer,Ujjain,Madhya_Pradesh,11,11,0
110804,1330107,61,13,single,rented,no,Politician,Bhilai,Chhattisgarh,11,12,1
110807,2844373,28,3,single,rented,no,Psychologist,Vasai-Virar,Maharashtra,3,11,1
110810,2740967,63,5,single,rented,no,Civil servant,Nagaon,Assam,5,13,1
110822,170128,29,17,single,rented,no,Analyst,Ambala,Haryana,12,12,0
110831,6432481,72,3,single,rented,yes,Magistrate,Morbi,Gujarat,3,13,1
110850,1818040,54,1,single,rented,no,Air traffic controller,Sagar,Madhya_Pradesh,1,14,1
110852,9264506,60,7,single,rented,yes,Consultant,Sultan_Pur_Majra,Delhi,7,12,0
110862,4002405,68,6,single,rented,no,Librarian,Burhanpur,Madhya_Pradesh,3,13,1
110870,4646074,77,16,single,rented,no,Software Developer,Guwahati,Assam,6,13,0
110875,2318739,59,4,single,rented,no,Computer operator,Nadiad,Gujarat,4,14,1
110876,7802075,53,18,single,rented,no,Statistician,Ambattur,Tamil_Nadu,7,12,0
110879,3632441,66,2,single,rented,yes,Statistician,Jabalpur,Madhya_Pradesh,2,13,1
110882,3391314,27,1,single,owned,no,Geologist,Latur,Maharashtra,1,10,0
110883,5867006,21,3,single,rented,no,Technology specialist,Miryalaguda,Telangana,3,11,0
110884,6134981,49,2,single,rented,yes,Hotel Manager,Nanded,Maharashtra,2,10,1
110889,455805,72,0,single,rented,no,Aviator,Raurkela_Industrial_Township,Odisha,0,12,1
110892,4145448,50,4,single,rented,no,Official,Srinagar,Jammu_and_Kashmir,4,12,1
110895,2213998,78,11,single,owned,no,Police officer,Kakinada,Andhra_Pradesh,11,14,1
110903,5971936,24,1,single,rented,no,Analyst,Dehri[30],Bihar,1,10,1
110907,2974371,33,8,single,rented,yes,Geologist,"Khora,_Ghaziabad",Uttar_Pradesh,8,12,1
110920,1297490,77,10,married,rented,no,Graphic Designer,Shahjahanpur,Uttar_Pradesh,7,14,0
110923,3512152,35,3,single,norent_noown,yes,Surgeon,Nagercoil,Tamil_Nadu,3,13,1
110939,2093984,77,9,single,rented,no,Hotel Manager,Dehri[30],Bihar,3,14,1
110940,4094948,49,3,single,rented,yes,Flight attendant,Vadodara,Gujarat,3,12,1
110951,794175,52,1,single,rented,no,Aviator,Nanded,Maharashtra,1,12,1
110953,3350415,29,9,single,rented,no,Librarian,Vasai-Virar,Maharashtra,6,12,1
110958,3424035,24,2,single,rented,no,Statistician,Malda,West_Bengal,2,14,1
110962,2162632,76,7,single,rented,yes,Software Developer,Bellary,Karnataka,7,10,1
110976,5465069,59,15,single,rented,yes,Aviator,Proddatur,Andhra_Pradesh,3,11,0
110998,1578007,68,15,single,rented,no,Official,Bulandshahr,Uttar_Pradesh,5,14,0
111012,6472266,21,2,single,rented,yes,Mechanical engineer,Hospet,Karnataka,2,11,1
111019,3373735,44,4,single,rented,yes,Politician,Bhimavaram,Andhra_Pradesh,4,13,1
111023,1171826,44,8,single,rented,no,Computer hardware engineer,Salem,Tamil_Nadu,8,11,1
111027,4190150,31,4,single,rented,no,Air traffic controller,Phagwara,Punjab,4,12,1
111038,915146,50,4,single,owned,no,Computer operator,Gandhidham,Gujarat,4,13,1
111061,1298318,30,1,single,rented,yes,Hotel Manager,Suryapet,Telangana,1,12,1
111067,5126123,41,1,single,rented,no,Psychologist,Malda,West_Bengal,1,12,1
111076,1576494,36,5,single,rented,yes,Technology specialist,Raurkela_Industrial_Township,Odisha,5,14,1
111081,8953899,75,17,single,rented,no,Computer hardware engineer,Jorhat,Assam,7,11,0
111090,3154685,27,1,single,rented,no,Chartered Accountant,Gandhidham,Gujarat,1,12,1
111095,1902407,68,11,single,rented,no,Design Engineer,Bathinda,Punjab,11,10,0
111100,1131868,46,10,single,rented,no,Geologist,Hazaribagh,Jharkhand,10,12,1
111103,357702,76,6,single,owned,no,Official,Solapur,Maharashtra,3,13,1
111114,2065698,24,10,single,rented,yes,Mechanical engineer,Chinsurah,West_Bengal,5,11,1
111121,3909537,30,6,single,rented,no,Drafter,Mau,Uttar_Pradesh,4,14,0
111141,4644109,52,14,single,rented,no,Dentist,Karaikudi,Tamil_Nadu,6,14,0
111142,729340,57,13,single,rented,no,Lawyer,Dehradun,Uttarakhand,13,10,0
111148,3169984,29,1,single,rented,no,Politician,Haridwar,Uttarakhand,1,11,0
111161,1065147,56,3,single,rented,no,Financial Analyst,Ahmednagar,Maharashtra,3,10,0
111174,5091752,66,2,single,rented,no,Chemical engineer,Bhilwara,Rajasthan,2,11,1
111177,1969104,28,9,single,rented,no,Police officer,Tezpur,Assam,7,14,1
111179,2327351,57,10,single,rented,yes,Design Engineer,Agartala,Tripura,10,12,0
111185,5963291,41,13,single,rented,no,Aviator,Adoni,Andhra_Pradesh,5,10,0
111196,6006286,55,5,single,rented,yes,Computer hardware engineer,Hajipur[31],Bihar,3,13,0
111203,5495682,33,3,single,rented,no,Scientist,Tinsukia,Assam,3,12,0
111212,2713971,74,2,single,rented,yes,Politician,Chittoor[28],Andhra_Pradesh,2,12,1
111227,582273,64,14,single,rented,no,Dentist,Karnal,Haryana,3,13,0
111228,21831,26,14,single,rented,yes,Comedian,Dindigul,Tamil_Nadu,5,10,1
111253,7174895,28,2,single,rented,no,Consultant,Kalyan-Dombivli,Maharashtra,2,14,0
111267,801797,45,16,single,rented,no,Firefighter,Nangloi_Jat,Delhi,10,14,0
111274,4280751,38,12,single,rented,no,Chemical engineer,Mahbubnagar,Telangana,8,11,0
111275,347356,76,7,single,rented,no,Surveyor,Kolkata,West_Bengal,6,11,0
111276,432951,45,1,single,rented,yes,Technology specialist,Shivpuri,Madhya_Pradesh,1,11,1
111301,4990273,58,2,single,rented,no,Computer hardware engineer,Haldia,West_Bengal,2,14,1
111314,429827,35,2,single,rented,no,Consultant,Silchar,Assam,2,14,1
111326,74741,59,14,single,rented,yes,Graphic Designer,Vellore,Tamil_Nadu,6,11,1
111332,1839079,43,11,married,rented,no,Aviator,Bhubaneswar,Odisha,10,11,0
111362,5388842,79,4,single,rented,no,Official,Satna,Madhya_Pradesh,4,12,1
111364,3315193,64,16,single,rented,no,Engineer,Phagwara,Punjab,6,12,0
111378,7444228,43,16,single,rented,no,Economist,Gangtok,Sikkim,3,13,0
111386,1290647,39,1,single,rented,yes,Computer operator,Tinsukia,Assam,1,13,1
111408,4697227,53,5,single,rented,no,Air traffic controller,Kamarhati,West_Bengal,5,13,1
111421,2450562,21,5,single,rented,yes,Computer hardware engineer,Allahabad,Uttar_Pradesh[5],5,11,0
111432,1969474,65,12,single,rented,no,Designer,Mysore[7][8][9],Karnataka,12,12,1
111440,3959820,78,9,married,rented,no,Civil engineer,Darbhanga,Bihar,9,10,0
111442,3969409,68,20,single,rented,yes,Flight attendant,Bhopal,Madhya_Pradesh,3,11,0
111462,2935149,66,2,single,rented,no,Firefighter,Imphal,Manipur,2,10,1
111464,1349987,37,13,single,owned,no,Army officer,Dehri[30],Bihar,8,11,1
111480,6084338,22,10,single,rented,no,Chef,Bharatpur,Rajasthan,10,12,0
111509,4251239,79,2,single,rented,no,Analyst,Kurnool[18],Andhra_Pradesh,2,14,1
111514,2800327,50,6,single,rented,yes,Software Developer,Morena,Madhya_Pradesh,6,10,1
111515,3413189,60,1,single,rented,no,Mechanical engineer,Miryalaguda,Telangana,1,13,1
111522,1927409,73,15,married,rented,no,Civil servant,Anantapuram[24],Andhra_Pradesh,4,12,0
111523,3753824,28,7,single,rented,no,Microbiologist,Muzaffarnagar,Uttar_Pradesh,7,11,0
111541,2428348,34,8,single,rented,no,Artist,Belgaum,Karnataka,6,13,0
111554,1821438,26,0,single,rented,yes,Chartered Accountant,Fatehpur,Uttar_Pradesh,0,12,1
111555,7577101,38,12,single,rented,no,Flight attendant,Kalyan-Dombivli,Maharashtra,10,13,0
111572,3602416,48,3,single,rented,no,Air traffic controller,Ratlam,Madhya_Pradesh,3,13,1
111577,5158722,69,3,single,rented,no,Drafter,Madanapalle,Andhra_Pradesh,3,14,0
111589,3873393,21,7,single,rented,yes,Drafter,Lucknow,Uttar_Pradesh,7,14,1
111592,7537350,52,12,single,rented,yes,Software Developer,Karawal_Nagar,Delhi,11,13,0
111594,3440491,67,3,single,rented,no,Computer hardware engineer,Jalgaon,Maharashtra,3,12,1
111597,3755504,59,14,single,norent_noown,no,Army officer,Sambalpur,Odisha,8,12,0
111623,6466004,66,16,single,rented,yes,Petroleum Engineer,Phagwara,Punjab,11,13,0
111629,974413,35,1,single,rented,no,Librarian,Burhanpur,Madhya_Pradesh,1,14,1
111637,8751622,34,17,single,rented,no,Aviator,Rourkela,Odisha,7,11,0
111646,250306,23,15,single,rented,no,Design Engineer,Nadiad,Gujarat,10,14,1
111668,4209616,55,8,single,rented,no,Chemical engineer,Ahmedabad,Gujarat,6,11,0
111674,3771768,38,13,single,rented,no,Army officer,Guntur[13],Andhra_Pradesh,9,13,0
111675,6101291,45,0,single,rented,no,Secretary,Hospet,Karnataka,0,13,1
111676,5393575,22,1,single,rented,yes,Firefighter,Motihari[34],Bihar,1,13,1
111684,1294181,42,17,single,rented,no,Fashion Designer,Dindigul,Tamil_Nadu,4,10,0
111708,7848654,55,9,single,rented,no,Software Developer,Patna,Bihar,9,13,0
111736,3376799,24,6,single,rented,no,Computer hardware engineer,Moradabad,Uttar_Pradesh,6,13,0
111759,3556780,53,7,single,rented,yes,Economist,South_Dumdum,West_Bengal,7,11,0
111785,972023,37,6,single,rented,yes,Designer,Yamunanagar,Haryana,5,11,1
111790,1025043,75,5,single,rented,no,Drafter,Tenali,Andhra_Pradesh,5,10,1
111799,3495631,56,18,single,rented,no,Microbiologist,Malegaon,Maharashtra,3,13,0
111824,9774160,24,9,single,rented,yes,Mechanical engineer,Malegaon,Maharashtra,9,12,0
111836,5997509,42,1,single,rented,no,Army officer,Imphal,Manipur,1,13,1
111844,5069758,50,19,single,rented,yes,Consultant,Baranagar,West_Bengal,13,11,0
111851,340310,70,7,single,rented,yes,Dentist,Ramagundam[27],Telangana,7,13,0
111857,4091318,33,7,single,rented,no,Geologist,Bhubaneswar,Odisha,7,11,1
111869,5435687,62,20,single,rented,no,Designer,Gaya,Bihar,7,10,0
111882,458263,50,14,single,rented,no,Technician,Asansol,West_Bengal,11,13,0
111905,4038904,25,6,single,rented,yes,Architect,Siliguri,West_Bengal,6,12,1
111907,1138928,46,0,single,rented,no,Scientist,Dharmavaram,Andhra_Pradesh,0,13,0
111910,3218946,25,0,single,rented,no,Software Developer,Vijayanagaram,Andhra_Pradesh,0,11,1
111930,345702,64,0,single,rented,no,Dentist,Bhopal,Madhya_Pradesh,0,11,0
111945,250968,60,7,single,rented,no,Lawyer,Bhatpara,West_Bengal,4,14,1
111948,8763038,72,13,single,rented,no,Technician,Thoothukudi,Tamil_Nadu,13,12,0
111954,3946313,45,9,single,rented,yes,Fashion Designer,Kamarhati,West_Bengal,9,11,0
111956,5453088,34,20,single,norent_noown,yes,Firefighter,Chennai,Tamil_Nadu,9,10,0
111960,2773533,26,6,single,rented,no,Chemical engineer,Belgaum,Karnataka,3,12,0
111966,927040,72,0,single,owned,yes,Aviator,Ranchi,Jharkhand,0,13,1
111969,1362373,21,0,single,rented,no,Surgeon,Ratlam,Madhya_Pradesh,0,10,1
111973,3443194,57,4,single,rented,yes,Fashion Designer,Raipur,Chhattisgarh,4,11,0
111976,204151,66,0,single,rented,no,Microbiologist,Nanded,Maharashtra,0,13,0
111981,3663764,40,0,single,rented,no,Consultant,Avadi,Tamil_Nadu,0,10,0
111984,4103178,70,11,single,rented,no,Economist,Deoghar,Jharkhand,11,12,0
111986,64822,33,9,single,rented,yes,Computer operator,Katihar,Bihar,9,11,1
111997,5831049,36,1,single,rented,no,Flight attendant,Jhansi,Uttar_Pradesh,1,13,0
111999,1543486,44,7,single,rented,no,Designer,Haldia,West_Bengal,5,13,1
112023,1596742,79,15,single,norent_noown,no,Software Developer,Buxar[37],Bihar,14,14,0
112043,2024262,62,3,single,rented,yes,Microbiologist,Pimpri-Chinchwad,Maharashtra,3,12,1
112050,1519180,59,2,single,rented,yes,Surveyor,Buxar[37],Bihar,2,10,1
112056,3093599,45,10,single,rented,yes,Geologist,Jorhat,Assam,4,13,0
112063,3635824,56,8,single,rented,no,Geologist,Machilipatnam,Andhra_Pradesh,8,13,1
112066,9474065,73,11,single,rented,no,Graphic Designer,Bokaro,Jharkhand,3,11,0
112069,5112961,67,5,single,rented,no,Web designer,Jalna,Maharashtra,3,10,1
112073,752752,76,3,single,rented,no,Physician,Ahmedabad,Gujarat,3,12,1
112075,6414837,40,3,single,rented,no,Geologist,Thrissur,Kerala,3,14,1
112080,8503714,38,2,married,rented,no,Design Engineer,Panvel,Maharashtra,2,10,0
112081,6300731,30,4,single,rented,no,Secretary,Vasai-Virar,Maharashtra,4,13,0
112083,7223228,73,0,single,rented,yes,Aviator,Mango,Jharkhand,0,11,1
112099,2570620,53,11,single,rented,no,Web designer,Gaya,Bihar,10,11,0
112107,4007727,64,3,single,rented,yes,Air traffic controller,Warangal[11][12],Telangana,3,11,0
112108,9939884,24,9,single,rented,yes,Flight attendant,Jaipur,Rajasthan,9,12,0
112111,893850,73,2,single,rented,yes,Lawyer,Kottayam,Kerala,2,13,1
112115,1315106,62,5,single,rented,no,Police officer,Hajipur[31],Bihar,5,12,1
112121,9199020,63,12,single,rented,no,Surgeon,Bhilwara,Rajasthan,7,11,0
112126,2822666,31,0,single,rented,yes,Web designer,Ambarnath,Maharashtra,0,11,1
112130,3692913,55,6,single,rented,no,Magistrate,Delhi_city,Delhi,6,11,1
112142,4409735,54,2,single,rented,no,Fashion Designer,Mirzapur,Uttar_Pradesh,2,10,1
112193,4420138,62,4,single,rented,yes,Design Engineer,Ratlam,Madhya_Pradesh,4,10,1
112198,8458276,55,17,single,rented,yes,Software Developer,Dharmavaram,Andhra_Pradesh,6,10,0
112212,4088166,40,7,single,rented,no,Architect,Dhule,Maharashtra,7,14,1
112222,4465809,25,6,single,rented,no,Architect,Amaravati,Andhra_Pradesh,4,12,0
112227,2278568,25,4,single,rented,no,Consultant,Unnao,Uttar_Pradesh,4,12,1
112229,2385302,69,10,single,rented,yes,Secretary,Panipat,Haryana,8,13,1
112239,31297,71,9,single,rented,yes,Artist,Rajkot,Gujarat,7,10,0
112245,1604148,35,20,single,rented,yes,Hotel Manager,Phusro,Jharkhand,3,13,0
112248,5563521,26,4,single,rented,no,Analyst,Rourkela,Odisha,4,13,1
112255,743219,54,5,single,owned,no,Statistician,Haridwar,Uttarakhand,5,12,1
112257,3625101,28,5,single,rented,no,Comedian,Gopalpur,West_Bengal,5,10,1
112262,2020252,78,4,single,rented,no,Computer operator,Indore,Madhya_Pradesh,4,10,1
112268,9803840,54,18,single,rented,no,Artist,Salem,Tamil_Nadu,5,10,0
112290,5982820,26,5,single,rented,no,Surveyor,Tiruppur,Tamil_Nadu,5,13,0
112298,1325345,66,8,single,rented,no,Financial Analyst,Moradabad,Uttar_Pradesh,8,14,1
112317,5443970,35,4,single,rented,no,Architect,Thiruvananthapuram,Kerala,4,10,1
112327,5712077,21,0,single,rented,no,Police officer,Mau,Uttar_Pradesh,0,12,1
112354,8489881,34,4,married,rented,no,Designer,Jalandhar,Punjab,4,12,0
112355,2724690,56,1,single,rented,yes,Civil servant,"Khora,_Ghaziabad",Uttar_Pradesh,1,12,1
112360,757960,58,5,single,rented,yes,Engineer,Sambhal,Uttar_Pradesh,5,10,1
112369,3983449,70,12,single,rented,no,Architect,Rampur,Uttar_Pradesh,8,11,0
112381,2936833,57,9,single,rented,yes,Biomedical Engineer,Haldia,West_Bengal,9,13,1
112388,2568817,78,5,single,owned,yes,Chemical engineer,Satna,Madhya_Pradesh,5,14,1
112412,3660631,34,16,single,rented,yes,Surgeon,Udaipur,Rajasthan,9,14,0
112422,7396490,59,0,married,rented,yes,Analyst,Dibrugarh,Assam,0,11,0
112425,4937591,60,2,single,rented,no,Biomedical Engineer,Buxar[37],Bihar,2,13,1
112438,1464687,23,12,single,rented,yes,Civil servant,Ambattur,Tamil_Nadu,12,13,1
112440,8451218,74,1,single,rented,no,Financial Analyst,Saharanpur,Uttar_Pradesh,1,12,0
112442,4771390,35,17,single,rented,no,Chemical engineer,Gandhidham,Gujarat,9,14,0
112478,5278563,52,8,single,rented,no,Civil servant,Pimpri-Chinchwad,Maharashtra,5,10,0
112482,8251849,66,16,married,rented,yes,Aviator,Sultan_Pur_Majra,Delhi,14,12,0
112485,1999104,25,12,single,rented,yes,Geologist,Kamarhati,West_Bengal,11,14,1
112490,3952093,57,7,single,rented,no,Police officer,Muzaffarnagar,Uttar_Pradesh,7,10,1
112500,3379005,77,1,single,rented,no,Microbiologist,Proddatur,Andhra_Pradesh,1,11,1
112501,6860791,47,2,single,rented,yes,Geologist,Tadepalligudem,Andhra_Pradesh,2,10,1
112502,765211,38,13,single,rented,yes,Mechanical engineer,Jhansi,Uttar_Pradesh,4,12,1
112511,5285152,32,16,single,rented,no,Architect,Ujjain,Madhya_Pradesh,8,11,0
112514,2062048,50,3,single,rented,yes,Industrial Engineer,Bareilly,Uttar_Pradesh,3,11,1
112519,5956675,50,3,single,rented,yes,Biomedical Engineer,Panvel,Maharashtra,3,13,1
112559,6011488,41,2,single,rented,no,Air traffic controller,Berhampore,West_Bengal,2,12,1
