Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
63068,2478951,41,3,single,rented,no,Web designer,Aizawl,Mizoram,3,13,0
63246,2936423,69,11,married,rented,yes,Chartered Accountant,Bahraich,Uttar_Pradesh,6,13,0
63402,2069927,48,14,single,rented,yes,Petroleum Engineer,Tenali,Andhra_Pradesh,9,10,0
63519,2113243,63,8,single,rented,no,Geologist,Gandhinagar,Gujarat,7,10,0
63636,2838734,58,14,single,rented,no,Chef,Khandwa,Madhya_Pradesh,5,10,1
63692,2477727,63,15,single,rented,no,Designer,Ballia,Uttar_Pradesh,7,12,1
63711,2900446,45,20,single,owned,no,Petroleum Engineer,Bellary,Karnataka,6,10,0
63726,2724690,56,1,single,rented,yes,Civil servant,"Khora,_Ghaziabad",Uttar_Pradesh,1,12,1
63753,2936833,57,9,single,rented,yes,Biomedical Engineer,Haldia,West_Bengal,9,13,1
63831,2309662,64,12,single,owned,no,Civil engineer,Bilaspur,Chhattisgarh,10,11,1
63853,2217272,37,10,single,rented,no,Firefighter,Vijayanagaram,Andhra_Pradesh,10,11,0
63882,2062048,50,3,single,rented,yes,Industrial Engineer,Bareilly,Uttar_Pradesh,3,11,1
63990,2596508,51,18,married,rented,no,Aviator,Latur,Maharashtra,4,14,0
64025,2681632,71,13,single,rented,yes,Police officer,Raurkela_Industrial_Township,Odisha,4,12,0
64067,2244337,26,6,single,rented,yes,Graphic Designer,Moradabad,Uttar_Pradesh,6,12,1
64146,2391997,69,19,single,rented,no,Magistrate,Sirsa,Haryana,6,11,1
64218,2912105,21,14,married,rented,no,Petroleum Engineer,Aurangabad,Maharashtra,5,12,0
64222,2838553,44,1,married,rented,no,Aviator,Chandrapur,Maharashtra,1,13,0
64384,2575197,72,2,single,owned,no,Scientist,Bongaigaon,Assam,2,14,1
64385,2757339,22,11,single,rented,no,Computer hardware engineer,Rajkot,Gujarat,6,11,0
64428,2710720,53,13,single,rented,yes,Web designer,Jammu[16],Jammu_and_Kashmir,7,10,0
64444,2945781,40,5,single,rented,no,Artist,Jammu[16],Jammu_and_Kashmir,5,10,0
64498,2561886,41,6,single,rented,yes,Chemical engineer,Ramgarh,Jharkhand,5,14,1
64582,2261031,41,16,single,rented,yes,Fashion Designer,Mango,Jharkhand,7,10,1
64586,2748810,71,2,single,rented,no,Hotel Manager,Suryapet,Telangana,2,10,1
64593,2386843,45,6,single,rented,no,Artist,Kirari_Suleman_Nagar,Delhi,6,10,0
64605,2158013,21,6,single,owned,yes,Firefighter,Thanjavur,Tamil_Nadu,6,10,0
64692,2013414,55,13,single,rented,yes,Chef,Jaipur,Rajasthan,11,14,0
64839,2116007,24,5,single,rented,yes,Analyst,Suryapet,Telangana,5,13,1
64919,2217063,34,3,single,rented,no,Computer hardware engineer,Chinsurah,West_Bengal,3,11,0
64964,2667227,76,6,single,rented,no,Official,"Khora,_Ghaziabad",Uttar_Pradesh,6,14,0
64985,2433481,48,0,single,norent_noown,yes,Biomedical Engineer,Durg,Chhattisgarh,0,14,0
65054,2442178,34,15,married,rented,no,Air traffic controller,Alwar,Rajasthan,10,13,1
65093,2429683,43,20,single,rented,no,Financial Analyst,Siliguri,West_Bengal,14,11,1
65263,2207248,49,19,single,rented,yes,Design Engineer,Raipur,Chhattisgarh,3,12,0
65317,2940425,77,16,single,rented,yes,Drafter,Farrukhabad,Uttar_Pradesh,7,10,1
65326,2926477,78,19,single,rented,no,Physician,Firozabad,Uttar_Pradesh,3,10,1
65487,2774757,36,11,single,rented,no,Civil servant,New_Delhi,Delhi,10,11,0
65531,2979441,44,7,married,rented,yes,Aviator,Mathura,Uttar_Pradesh,7,12,1
65552,2018913,68,7,single,rented,yes,Web designer,Dewas,Madhya_Pradesh,7,13,1
65677,2157311,78,14,single,rented,no,Chef,Sonipat,Haryana,6,12,1
65747,2453112,34,6,single,rented,no,Microbiologist,Rampur,Uttar_Pradesh,6,14,1
65827,2462452,50,18,single,rented,no,Chartered Accountant,Nandyal,Andhra_Pradesh,10,14,0
65857,2357771,59,1,single,rented,yes,Army officer,Kottayam,Kerala,1,12,1
65937,2397672,70,6,single,rented,no,Graphic Designer,Thiruvananthapuram,Kerala,6,11,1
66026,2301024,51,11,single,rented,yes,Financial Analyst,Haridwar,Uttarakhand,7,11,1
66129,2882498,34,0,married,rented,no,Chemical engineer,Fatehpur,Uttar_Pradesh,0,13,0
66143,2909502,27,18,single,rented,no,Physician,Satna,Madhya_Pradesh,4,11,1
66238,2946448,63,0,single,rented,no,Dentist,Munger,Bihar,0,13,1
66245,2803101,25,10,single,rented,no,Physician,Sikar,Rajasthan,10,14,1
66256,2282442,47,4,single,rented,yes,Petroleum Engineer,Raipur,Chhattisgarh,4,13,1
66290,2431771,24,10,married,rented,no,Civil engineer,Muzaffarnagar,Uttar_Pradesh,10,12,0
66366,2317886,39,15,single,rented,yes,Geologist,Raichur,Karnataka,3,13,0
66376,2559472,39,10,single,rented,yes,Hotel Manager,Ichalkaranji,Maharashtra,10,10,0
66386,2568258,67,5,single,rented,yes,Official,Pali,Rajasthan,5,11,1
66412,2045156,35,9,single,rented,yes,Firefighter,Jorhat,Assam,9,13,1
66667,2716181,76,8,single,rented,no,Surgeon,Mahbubnagar,Telangana,8,11,1
66695,2362103,56,2,single,rented,no,Dentist,Mathura,Uttar_Pradesh,2,11,1
66743,2250273,42,16,single,rented,yes,Web designer,Coimbatore,Tamil_Nadu,8,11,0
66795,2297128,30,6,single,rented,yes,Computer hardware engineer,Darbhanga,Bihar,6,13,1
66865,2229331,79,6,single,rented,yes,Petroleum Engineer,Bidhannagar,West_Bengal,6,11,1
66951,2593784,66,1,single,rented,yes,Official,Muzaffarpur,Bihar,1,11,1
67049,2421544,46,17,single,rented,no,Artist,Morena,Madhya_Pradesh,6,13,1
67095,2837107,70,3,single,rented,no,Consultant,South_Dumdum,West_Bengal,3,11,1
67194,2499276,21,0,single,rented,no,Physician,Dhanbad,Jharkhand,0,12,1
67355,2041208,63,6,single,rented,no,Mechanical engineer,Kochi,Kerala,6,12,0
67422,2218088,35,9,single,rented,no,Lawyer,Phusro,Jharkhand,5,11,1
67489,2628971,30,19,single,rented,no,Consultant,Guntur[13],Andhra_Pradesh,7,14,0
67490,2556533,47,14,single,rented,yes,Drafter,Alappuzha,Kerala,3,11,0
67529,2467224,35,3,single,rented,no,Flight attendant,Dibrugarh,Assam,3,11,1
67570,2687545,60,3,single,rented,yes,Technical writer,Mango,Jharkhand,3,11,1
67584,2802877,70,14,single,rented,no,Hotel Manager,Cuttack,Odisha,10,11,1
67607,2740967,63,5,single,rented,no,Civil servant,Nagaon,Assam,5,13,1
67647,2549997,51,15,married,rented,no,Statistician,Faridabad,Haryana,13,14,1
67662,2449147,42,3,married,rented,no,Surgeon,Arrah,Bihar,3,12,0
67675,2318739,59,4,single,rented,no,Computer operator,Nadiad,Gujarat,4,14,1
67697,2213998,78,11,single,owned,no,Police officer,Kakinada,Andhra_Pradesh,11,14,0
67707,2974371,33,8,single,rented,yes,Geologist,"Khora,_Ghaziabad",Uttar_Pradesh,8,12,1
67724,2955113,58,6,single,rented,no,Statistician,Medininagar,Jharkhand,5,12,0
67732,2504515,51,14,single,rented,yes,Microbiologist,Mathura,Uttar_Pradesh,7,12,1
67740,2093984,77,9,single,rented,no,Hotel Manager,Dehri[30],Bihar,3,14,1
67750,2143718,25,0,single,norent_noown,yes,Drafter,Kottayam,Kerala,0,10,1
67780,2859480,30,14,single,owned,no,Technician,Sri_Ganganagar,Rajasthan,10,12,1
67857,2860021,23,17,single,norent_noown,no,Biomedical Engineer,Jhansi,Uttar_Pradesh,11,13,0
67917,2065698,24,10,single,rented,yes,Mechanical engineer,Chinsurah,West_Bengal,5,11,1
67995,2928073,54,13,single,rented,no,Surgeon,Agartala,Tripura,13,14,0
68056,2363227,66,18,single,rented,yes,Physician,Kolkata,West_Bengal,4,11,0
68060,2073253,37,14,single,rented,no,Petroleum Engineer,Thane,Maharashtra,3,10,0
68084,2499018,24,15,single,rented,no,Magistrate,Motihari[34],Bihar,8,13,1
68103,2570723,45,15,single,rented,no,Mechanical engineer,Anand,Gujarat,6,12,1
68142,2541624,32,15,single,rented,no,Hotel Manager,Agra,Uttar_Pradesh,3,12,1
68160,2503612,25,18,single,rented,no,Microbiologist,Saharanpur,Uttar_Pradesh,6,11,1
68164,2582117,54,11,single,rented,yes,Architect,Karnal,Haryana,3,14,1
68259,2935149,66,2,single,rented,no,Firefighter,Imphal,Manipur,2,10,1
68296,2620497,39,6,married,norent_noown,no,Financial Analyst,Kavali,Andhra_Pradesh,4,12,0
68304,2939017,21,4,single,rented,no,Analyst,Amaravati,Andhra_Pradesh,4,12,0
68306,2576636,75,17,single,norent_noown,yes,Geologist,Gulbarga,Karnataka,11,14,0
68313,2800327,50,6,single,rented,yes,Software Developer,Morena,Madhya_Pradesh,6,10,1
68319,2640560,23,16,single,rented,no,Statistician,Jamalpur[36],Bihar,8,11,0
68412,2319807,79,20,single,rented,no,Chemical engineer,Raichur,Karnataka,9,10,0
68826,2024262,62,3,single,rented,yes,Microbiologist,Pimpri-Chinchwad,Maharashtra,3,12,0
69002,2278568,25,4,single,rented,no,Consultant,Unnao,Uttar_Pradesh,4,12,1
69009,2133633,79,3,single,rented,no,Hotel Manager,Mira-Bhayandar,Maharashtra,3,12,0
69036,2838734,58,14,single,rented,no,Chef,Khandwa,Madhya_Pradesh,5,10,1
69037,2020252,78,4,single,rented,no,Computer operator,Indore,Madhya_Pradesh,4,10,1
69091,2477727,63,15,single,rented,no,Designer,Ballia,Uttar_Pradesh,7,12,1
69129,2724690,56,1,single,rented,yes,Civil servant,"Khora,_Ghaziabad",Uttar_Pradesh,1,12,1
69157,2936833,57,9,single,rented,yes,Biomedical Engineer,Haldia,West_Bengal,9,13,1
69165,2568817,78,5,single,owned,yes,Chemical engineer,Satna,Madhya_Pradesh,5,14,1
69239,2309662,64,12,single,owned,no,Civil engineer,Bilaspur,Chhattisgarh,10,11,1
69292,2062048,50,3,single,rented,yes,Industrial Engineer,Bareilly,Uttar_Pradesh,3,11,1
69389,2368485,27,10,single,norent_noown,no,Army officer,Kharagpur,West_Bengal,7,12,0
69474,2244337,26,6,single,rented,yes,Graphic Designer,Moradabad,Uttar_Pradesh,6,12,1
69524,2304556,51,12,single,rented,no,Police officer,Nashik,Maharashtra,8,10,0
69559,2391997,69,19,single,rented,no,Magistrate,Sirsa,Haryana,6,11,1
69748,2009387,53,18,single,rented,no,Drafter,Durgapur,West_Bengal,12,13,0
69786,2575197,72,2,single,owned,no,Scientist,Bongaigaon,Assam,2,14,1
69822,2235378,30,19,single,rented,no,Physician,Erode[17],Tamil_Nadu,10,10,0
69892,2561886,41,6,single,rented,yes,Chemical engineer,Ramgarh,Jharkhand,5,14,1
69983,2261031,41,16,single,rented,yes,Fashion Designer,Mango,Jharkhand,7,10,1
69989,2748810,71,2,single,rented,no,Hotel Manager,Suryapet,Telangana,2,10,1
70015,2162609,42,0,single,rented,no,Consultant,Gwalior,Madhya_Pradesh,0,12,1
70075,2207354,75,13,married,rented,no,Web designer,Bhubaneswar,Odisha,8,14,0
70236,2247878,42,17,single,rented,no,Chemical engineer,Raurkela_Industrial_Township,Odisha,4,12,0
70246,2116007,24,5,single,rented,yes,Analyst,Suryapet,Telangana,5,13,1
70248,2966907,30,6,married,rented,yes,Magistrate,Tiruppur,Tamil_Nadu,5,12,1
70393,2433481,48,0,single,norent_noown,yes,Biomedical Engineer,Durg,Chhattisgarh,0,14,0
70424,2370396,69,4,married,rented,no,Comedian,Shivpuri,Madhya_Pradesh,4,10,0
70456,2955958,35,17,single,rented,yes,Computer operator,Amravati,Maharashtra,7,11,1
70465,2442178,34,15,married,rented,no,Air traffic controller,Alwar,Rajasthan,10,13,1
70573,2653315,76,8,married,rented,no,Secretary,Vasai-Virar,Maharashtra,8,12,1
70602,2259654,42,2,single,rented,no,Mechanical engineer,Davanagere,Karnataka,2,10,1
70701,2902285,77,19,single,rented,no,Graphic Designer,Gudivada,Andhra_Pradesh,11,10,1
70727,2940425,77,16,single,rented,yes,Drafter,Farrukhabad,Uttar_Pradesh,7,10,1
70728,2122622,59,8,single,rented,no,Chemical engineer,Dhanbad,Jharkhand,8,14,0
70735,2926477,78,19,single,rented,no,Physician,Firozabad,Uttar_Pradesh,3,10,1
70794,2359192,57,1,single,rented,no,Chartered Accountant,Lucknow,Uttar_Pradesh,1,14,0
70828,2024213,38,19,single,rented,no,Comedian,Durg,Chhattisgarh,8,14,1
70933,2979441,44,7,married,rented,yes,Aviator,Mathura,Uttar_Pradesh,7,12,1
70956,2018913,68,7,single,rented,yes,Web designer,Dewas,Madhya_Pradesh,7,13,1
71030,2442625,67,9,married,rented,yes,Firefighter,Guntur[13],Andhra_Pradesh,7,12,1
71076,2157311,78,14,single,rented,no,Chef,Sonipat,Haryana,6,12,1
71117,2408696,26,11,single,rented,no,Graphic Designer,Varanasi,Uttar_Pradesh,11,11,0
71143,2453112,34,6,single,rented,no,Microbiologist,Rampur,Uttar_Pradesh,6,14,1
71222,2167931,58,13,married,rented,no,Secretary,Erode[17],Tamil_Nadu,9,11,1
71248,2357771,59,1,single,rented,yes,Army officer,Kottayam,Kerala,1,12,1
71260,2215191,76,10,single,rented,no,Physician,Vijayawada,Andhra_Pradesh,10,11,1
71329,2397672,70,6,single,rented,no,Graphic Designer,Thiruvananthapuram,Kerala,6,11,1
71332,2139680,76,8,single,rented,yes,Technology specialist,Saharsa[29],Bihar,4,12,0
71415,2204102,22,17,single,rented,no,Architect,Kavali,Andhra_Pradesh,7,12,1
71432,2301024,51,11,single,rented,yes,Financial Analyst,Haridwar,Uttarakhand,7,11,1
71433,2074547,55,14,single,rented,no,Surgeon,New_Delhi,Delhi,11,13,0
71467,2607516,76,5,single,rented,yes,Analyst,Nanded,Maharashtra,5,11,1
71548,2909502,27,18,single,rented,no,Physician,Satna,Madhya_Pradesh,4,11,1
71577,2926190,71,0,single,rented,no,Physician,Bally,West_Bengal,0,14,1
71603,2564409,29,13,single,rented,yes,Computer operator,Davanagere,Karnataka,7,12,1
71613,2284439,60,18,single,rented,no,Designer,South_Dumdum,West_Bengal,11,12,0
71639,2946448,63,0,single,rented,no,Dentist,Munger,Bihar,0,13,1
71654,2282442,47,4,single,rented,yes,Petroleum Engineer,Raipur,Chhattisgarh,4,13,1
71742,2744667,27,17,single,rented,no,Fashion Designer,Nagercoil,Tamil_Nadu,12,11,0
71761,2989320,76,13,single,rented,no,Mechanical engineer,Ludhiana,Punjab,9,14,0
71767,2421681,33,8,single,rented,yes,Technology specialist,Kurnool[18],Andhra_Pradesh,4,13,1
71780,2568258,67,5,single,rented,yes,Official,Pali,Rajasthan,5,11,1
71805,2045156,35,9,single,rented,yes,Firefighter,Jorhat,Assam,9,13,1
71863,2582744,30,10,single,rented,no,Design Engineer,Burhanpur,Madhya_Pradesh,10,12,0
72057,2716181,76,8,single,rented,no,Surgeon,Mahbubnagar,Telangana,8,11,1
72086,2362103,56,2,single,rented,no,Dentist,Mathura,Uttar_Pradesh,2,11,1
72181,2297128,30,6,single,rented,yes,Computer hardware engineer,Darbhanga,Bihar,6,13,1
72206,2361934,78,0,married,rented,yes,Air traffic controller,Ozhukarai,Puducherry,0,12,1
72235,2591229,68,11,married,rented,no,Design Engineer,Burhanpur,Madhya_Pradesh,11,12,0
72246,2229331,79,6,single,rented,yes,Petroleum Engineer,Bidhannagar,West_Bengal,6,11,1
72330,2593784,66,1,single,rented,yes,Official,Muzaffarpur,Bihar,1,11,1
72375,2240686,42,1,single,rented,no,Computer hardware engineer,Dharmavaram,Andhra_Pradesh,1,13,0
72429,2421544,46,17,single,rented,no,Artist,Morena,Madhya_Pradesh,6,13,1
72480,2837107,70,3,single,rented,no,Consultant,South_Dumdum,West_Bengal,3,11,1
72495,2688331,68,16,single,rented,no,Architect,Delhi_city,Delhi,8,11,0
72525,2364798,68,5,single,rented,no,Software Developer,Gudivada,Andhra_Pradesh,5,10,0
72616,2713771,78,4,single,rented,yes,Industrial Engineer,Kumbakonam,Tamil_Nadu,4,10,0
72663,2974289,22,3,single,rented,no,Civil servant,Raebareli,Uttar_Pradesh,3,13,1
72739,2295066,76,12,single,rented,no,Mechanical engineer,Satna,Madhya_Pradesh,7,13,1
72786,2338978,38,19,single,rented,no,Physician,Munger,Bihar,3,10,0
72799,2218088,35,9,single,rented,no,Lawyer,Phusro,Jharkhand,5,11,1
72824,2182490,48,6,single,rented,no,Technician,Navi_Mumbai,Maharashtra,6,11,0
72837,2211161,46,6,married,rented,yes,Politician,Eluru[25],Andhra_Pradesh,6,11,1
72867,2628971,30,19,single,rented,no,Consultant,Guntur[13],Andhra_Pradesh,7,14,1
72906,2467224,35,3,single,rented,no,Flight attendant,Dibrugarh,Assam,3,11,1
72927,2197462,70,5,single,rented,no,Technician,Kamarhati,West_Bengal,5,11,0
72944,2687545,60,3,single,rented,yes,Technical writer,Mango,Jharkhand,3,11,1
72951,2879238,57,1,single,rented,no,Computer operator,Thiruvananthapuram,Kerala,1,14,0
72960,2802877,70,14,single,rented,no,Hotel Manager,Cuttack,Odisha,10,11,1
72980,2844373,28,3,single,rented,no,Psychologist,Vasai-Virar,Maharashtra,3,11,1
72984,2740967,63,5,single,rented,no,Civil servant,Nagaon,Assam,5,13,1
73025,2549997,51,15,married,rented,no,Statistician,Faridabad,Haryana,13,14,1
73052,2318739,59,4,single,rented,no,Computer operator,Nadiad,Gujarat,4,14,1
73083,2974371,33,8,single,rented,yes,Geologist,"Khora,_Ghaziabad",Uttar_Pradesh,8,12,1
73090,2755203,64,15,single,rented,no,Aviator,Nanded,Maharashtra,11,12,1
73101,2003507,61,5,single,rented,no,Dentist,Faridabad,Haryana,3,10,0
73112,2504515,51,14,single,rented,yes,Microbiologist,Mathura,Uttar_Pradesh,7,12,1
73120,2093984,77,9,single,rented,no,Hotel Manager,Dehri[30],Bihar,3,14,1
73131,2143718,25,0,single,norent_noown,yes,Drafter,Kottayam,Kerala,0,10,1
73142,2162632,76,7,single,rented,yes,Software Developer,Bellary,Karnataka,7,10,1
73148,2237433,65,19,single,rented,no,Consultant,Begusarai,Bihar,7,12,0
73195,2018172,73,15,single,rented,no,Firefighter,Tiruppur,Tamil_Nadu,3,12,1
73304,2065698,24,10,single,rented,yes,Mechanical engineer,Chinsurah,West_Bengal,5,11,1
73404,2713971,74,2,single,rented,yes,Politician,Chittoor[28],Andhra_Pradesh,2,12,1
73440,2175504,72,14,single,rented,no,Geologist,Mathura,Uttar_Pradesh,11,11,0
73476,2499018,24,15,single,rented,no,Magistrate,Motihari[34],Bihar,8,13,1
73518,2474838,64,9,single,rented,no,Chemical engineer,Chennai,Tamil_Nadu,8,10,1
73538,2541624,32,15,single,rented,no,Hotel Manager,Agra,Uttar_Pradesh,3,12,1
73548,2090531,71,7,married,rented,no,Microbiologist,Aligarh,Uttar_Pradesh,3,12,0
73558,2582117,54,11,single,rented,yes,Architect,Karnal,Haryana,3,14,1
73616,2450562,21,5,single,rented,yes,Computer hardware engineer,Allahabad,Uttar_Pradesh[5],5,11,0
73654,2935149,66,2,single,rented,no,Firefighter,Imphal,Manipur,2,10,1
73705,2800327,50,6,single,rented,yes,Software Developer,Morena,Madhya_Pradesh,6,10,1
73972,2518343,53,19,married,rented,yes,Designer,Thoothukudi,Tamil_Nadu,13,12,1
74043,2936423,69,11,married,rented,yes,Chartered Accountant,Bahraich,Uttar_Pradesh,6,13,0
74228,2024262,62,3,single,rented,yes,Microbiologist,Pimpri-Chinchwad,Maharashtra,3,12,1
74314,2822666,31,0,single,rented,yes,Web designer,Ambarnath,Maharashtra,0,11,1
74329,2113243,63,8,single,rented,no,Geologist,Gandhinagar,Gujarat,7,10,0
74416,2278568,25,4,single,rented,no,Consultant,Unnao,Uttar_Pradesh,4,12,1
74418,2385302,69,10,single,rented,yes,Secretary,Panipat,Haryana,8,13,1
74453,2838734,58,14,single,rented,no,Chef,Khandwa,Madhya_Pradesh,5,10,1
74539,2724690,56,1,single,rented,yes,Civil servant,"Khora,_Ghaziabad",Uttar_Pradesh,1,12,1
74618,2859501,61,16,married,rented,no,Firefighter,Kadapa[23],Andhra_Pradesh,7,10,1
74700,2062048,50,3,single,rented,yes,Industrial Engineer,Bareilly,Uttar_Pradesh,3,11,1
74798,2936274,49,4,single,rented,no,Design Engineer,Pondicherry,Puducherry,4,10,1
74845,2681632,71,13,single,rented,yes,Police officer,Raurkela_Industrial_Township,Odisha,4,12,0
74848,2292434,43,17,single,rented,no,Air traffic controller,Giridih,Jharkhand,11,11,0
74881,2557545,21,13,single,rented,yes,Web designer,Sangli-Miraj_&_Kupwad,Maharashtra,6,14,1
74889,2244337,26,6,single,rented,yes,Graphic Designer,Moradabad,Uttar_Pradesh,6,12,1
74939,2881888,61,4,single,rented,yes,Technician,Bhiwandi,Maharashtra,4,14,1
74971,2391997,69,19,single,rented,no,Magistrate,Sirsa,Haryana,6,11,1
75172,2074419,37,1,single,rented,no,Analyst,Kozhikode,Kerala,1,11,0
75317,2561886,41,6,single,rented,yes,Chemical engineer,Ramgarh,Jharkhand,5,14,1
75367,2460413,61,15,single,rented,no,Technical writer,Dhule,Maharashtra,6,12,1
75381,2421029,48,13,single,rented,no,Surveyor,Visakhapatnam[4],Andhra_Pradesh,5,10,1
75398,2261031,41,16,single,rented,yes,Fashion Designer,Mango,Jharkhand,7,10,1
75421,2158013,21,6,single,owned,yes,Firefighter,Thanjavur,Tamil_Nadu,6,10,0
75450,2699320,27,1,single,rented,no,Police officer,Mangalore,Karnataka,1,10,1
75839,2436026,50,4,single,rented,yes,Lawyer,Karimnagar,Telangana,4,10,0
75876,2442178,34,15,married,rented,no,Air traffic controller,Alwar,Rajasthan,10,13,1
75987,2653315,76,8,married,rented,no,Secretary,Vasai-Virar,Maharashtra,8,12,1
76018,2259654,42,2,single,rented,no,Mechanical engineer,Davanagere,Karnataka,2,10,1
76125,2902285,77,19,single,rented,no,Graphic Designer,Gudivada,Andhra_Pradesh,11,10,1
76158,2926477,78,19,single,rented,no,Physician,Firozabad,Uttar_Pradesh,3,10,1
76219,2582515,27,14,single,rented,yes,Design Engineer,Anantapuram[24],Andhra_Pradesh,14,13,0
76250,2024213,38,19,single,rented,no,Comedian,Durg,Chhattisgarh,8,14,1
76339,2968373,29,20,single,rented,no,Chartered Accountant,Purnia[26],Bihar,11,12,0
76436,2513457,32,18,single,rented,yes,Petroleum Engineer,Dibrugarh,Assam,9,10,0
76485,2293119,46,11,single,rented,yes,Civil servant,Arrah,Bihar,11,14,0
76498,2157311,78,14,single,rented,no,Chef,Sonipat,Haryana,6,12,1
76521,2310149,35,9,single,rented,no,Air traffic controller,Jammu[16],Jammu_and_Kashmir,9,11,0
76642,2167931,58,13,married,rented,no,Secretary,Erode[17],Tamil_Nadu,9,11,1
76679,2215191,76,10,single,rented,no,Physician,Vijayawada,Andhra_Pradesh,10,11,1
76745,2397672,70,6,single,rented,no,Graphic Designer,Thiruvananthapuram,Kerala,6,11,1
76754,2206541,52,10,single,owned,no,Lawyer,Secunderabad,Telangana,10,10,1
76830,2204102,22,17,single,rented,no,Architect,Kavali,Andhra_Pradesh,7,12,1
76967,2909502,27,18,single,rented,no,Physician,Satna,Madhya_Pradesh,4,11,1
77001,2926190,71,0,single,rented,no,Physician,Bally,West_Bengal,0,14,1
77061,2946448,63,0,single,rented,no,Dentist,Munger,Bihar,0,13,1
77067,2803101,25,10,single,rented,no,Physician,Sikar,Rajasthan,10,14,1
77076,2282442,47,4,single,rented,yes,Petroleum Engineer,Raipur,Chhattisgarh,4,13,0
77109,2431771,24,10,married,rented,no,Civil engineer,Muzaffarnagar,Uttar_Pradesh,10,12,0
77192,2559472,39,10,single,rented,yes,Hotel Manager,Ichalkaranji,Maharashtra,10,10,0
77291,2598677,41,12,single,rented,no,Physician,Bongaigaon,Assam,11,11,0
77336,2280615,74,1,single,norent_noown,no,Biomedical Engineer,Visakhapatnam[4],Andhra_Pradesh,1,14,1
77348,2607103,33,8,single,rented,no,Army officer,New_Delhi,Delhi,4,13,0
77493,2716181,76,8,single,rented,no,Surgeon,Mahbubnagar,Telangana,8,11,1
77521,2362103,56,2,single,rented,no,Dentist,Mathura,Uttar_Pradesh,2,11,1
77638,2822867,52,16,single,rented,no,Artist,Srinagar,Jammu_and_Kashmir,6,14,0
77690,2256811,77,4,single,rented,yes,Chemical engineer,Ahmednagar,Maharashtra,4,14,0
77694,2116651,55,18,single,rented,yes,Graphic Designer,Suryapet,Telangana,12,14,0
77845,2147176,45,5,single,owned,no,Lawyer,New_Delhi,Delhi,5,14,1
77866,2421544,46,17,single,rented,no,Artist,Morena,Madhya_Pradesh,6,13,1
77913,2837107,70,3,single,rented,no,Consultant,South_Dumdum,West_Bengal,3,11,1
77965,2282537,64,8,single,rented,yes,Software Developer,Dewas,Madhya_Pradesh,7,12,0
78098,2974289,22,3,single,rented,no,Civil servant,Raebareli,Uttar_Pradesh,3,13,1
78176,2041208,63,6,single,rented,no,Mechanical engineer,Kochi,Kerala,6,12,0
78182,2295066,76,12,single,rented,no,Mechanical engineer,Satna,Madhya_Pradesh,7,13,1
78193,2264409,48,13,single,rented,no,Engineer,Karimnagar,Telangana,13,13,0
78330,2304265,78,12,single,rented,no,Chartered Accountant,Amroha,Uttar_Pradesh,10,12,0
78353,2467224,35,3,single,rented,no,Flight attendant,Dibrugarh,Assam,3,11,1
78385,2729670,23,10,single,rented,no,Army officer,Secunderabad,Telangana,10,13,0
78419,2389351,62,5,single,norent_noown,no,Analyst,Rajkot,Gujarat,5,14,0
78428,2844373,28,3,single,rented,no,Psychologist,Vasai-Virar,Maharashtra,3,11,1
78432,2740967,63,5,single,rented,no,Civil servant,Nagaon,Assam,5,13,1
78442,2647648,33,7,single,rented,no,Physician,Salem,Tamil_Nadu,7,11,0
78454,2831745,51,16,single,owned,no,Technical writer,Vijayawada,Andhra_Pradesh,8,13,1
78475,2549997,51,15,married,rented,no,Statistician,Faridabad,Haryana,13,14,1
78499,2318739,59,4,single,rented,no,Computer operator,Nadiad,Gujarat,4,14,1
78519,2213998,78,11,single,owned,no,Police officer,Kakinada,Andhra_Pradesh,11,14,1
78537,2755203,64,15,single,rented,no,Aviator,Nanded,Maharashtra,11,12,1
78565,2093984,77,9,single,rented,no,Hotel Manager,Dehri[30],Bihar,3,14,1
78607,2859480,30,14,single,owned,no,Technician,Sri_Ganganagar,Rajasthan,10,12,1
78623,2929735,23,14,single,rented,no,Microbiologist,Davanagere,Karnataka,9,12,1
78636,2018172,73,15,single,rented,no,Firefighter,Tiruppur,Tamil_Nadu,3,12,1
78763,2393887,40,13,single,rented,no,Dentist,Ambattur,Tamil_Nadu,11,14,0
78831,2822929,29,5,single,rented,yes,Chemical engineer,Tiruvottiyur,Tamil_Nadu,5,10,0
78901,2499018,24,15,single,rented,no,Magistrate,Motihari[34],Bihar,8,13,1
78920,2570723,45,15,single,rented,no,Mechanical engineer,Anand,Gujarat,6,12,1
78945,2474838,64,9,single,rented,no,Chemical engineer,Chennai,Tamil_Nadu,8,10,1
78963,2541624,32,15,single,rented,no,Hotel Manager,Agra,Uttar_Pradesh,3,12,1
78981,2503612,25,18,single,rented,no,Microbiologist,Saharanpur,Uttar_Pradesh,6,11,1
78992,2313571,73,16,single,rented,yes,Microbiologist,Hosur,Tamil_Nadu,7,14,0
79078,2935149,66,2,single,rented,no,Firefighter,Imphal,Manipur,2,10,1
79115,2620497,39,6,married,norent_noown,no,Financial Analyst,Kavali,Andhra_Pradesh,4,12,1
79154,2602671,59,2,single,rented,yes,Design Engineer,Bathinda,Punjab,2,11,0
