Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Profession_Encoded
9254833,63,13,0,0,1,10,10,28
1821438,26,0,0,0,1,0,12,18
2710720,53,13,0,0,1,7,10,15
1619598,58,18,0,0,0,8,10,22
1053988,73,6,0,2,0,6,13,4
549476,47,1,0,0,0,1,10,28
8001918,41,5,0,0,0,5,14,27
1581300,50,6,0,0,0,6,14,6
9380612,21,12,0,2,1,4,13,25
448021,54,11,0,0,0,11,14,1
2167931,58,13,1,0,0,9,11,50
1765694,30,5,0,0,0,5,14,45
8435296,38,11,0,0,0,3,10,19
6814840,53,13,1,0,0,3,11,46
7291839,41,1,0,0,1,1,12,37
1500447,75,13,1,0,0,13,12,26
332177,70,20,0,0,0,7,13,50
8371074,78,11,0,1,1,5,13,38
4144248,49,19,0,0,0,4,13,20
1556371,39,11,0,0,0,8,13,45
1435004,50,2,0,0,1,2,14,31
4241292,56,19,0,0,1,8,12,35
2391564,46,15,0,0,1,5,11,43
3792733,29,20,0,2,1,14,10,26
8451500,69,7,1,0,1,7,13,43
150879,77,0,0,1,1,0,12,33
3834918,45,9,0,0,0,8,11,14
7068566,49,9,0,0,0,9,11,49
603307,46,12,1,0,1,12,10,39
1619598,58,18,0,0,0,8,10,22
3537961,74,9,0,0,0,9,13,39
4745314,61,18,1,0,0,4,14,17
4201490,76,3,0,1,1,3,12,36
4231253,79,19,0,0,1,10,10,40
208537,33,6,1,0,0,6,12,25
2767483,55,1,0,0,0,1,13,44
1923707,40,16,0,0,0,4,12,22
5128999,53,12,0,0,0,12,10,49
5016115,74,20,0,0,0,3,13,29
8623995,23,4,0,0,1,4,12,29
817369,23,12,0,0,0,11,13,24
8355348,63,9,0,0,1,5,14,8
9961107,33,15,0,0,1,11,14,24
8897752,24,3,0,0,0,3,10,46
7882159,22,6,0,0,0,6,11,24
3584197,58,11,0,0,0,11,10,4
2188913,66,19,0,0,0,3,12,22
3372892,56,3,0,0,0,3,14,1
1623798,44,14,0,0,0,5,13,31
3271436,53,1,0,0,0,1,11,19
4939158,65,12,0,0,0,7,14,10
1837938,37,15,0,0,0,10,14,17
1348271,45,12,0,0,0,12,10,16
6924022,23,18,1,0,1,9,10,19
2822867,52,16,0,0,0,6,14,26
6841420,71,12,0,0,1,7,10,14
321358,78,17,0,0,0,9,13,34
1240330,29,18,1,0,1,12,14,11
909226,63,12,0,0,0,9,13,38
4850136,35,17,0,0,1,7,14,46
5660425,55,3,0,0,0,3,13,7
429827,35,2,0,0,0,2,14,11
156145,69,7,0,0,1,7,13,15
4732134,67,19,1,0,0,6,11,23
2503612,25,18,0,0,0,6,11,31
2613929,33,4,1,0,1,4,11,10
3167041,32,3,0,0,0,3,11,6
5767647,48,6,0,0,0,3,11,20
3493362,29,18,0,2,1,11,10,29
1085710,72,12,0,0,0,9,10,29
355672,47,11,0,0,0,11,14,45
3745677,52,1,0,0,0,1,10,24
5187890,62,17,0,0,0,8,10,49
2542814,55,10,0,0,0,8,11,11
2902285,77,19,0,0,0,11,10,9
368919,58,1,0,0,0,1,14,37
3410377,51,18,0,0,0,5,13,27
2210895,75,19,0,0,0,4,10,36
9187149,79,1,0,0,1,1,13,18
2557545,21,13,0,0,1,6,14,15
3775604,46,11,0,0,0,5,11,37
974748,42,6,0,0,0,6,11,47
2808193,58,17,0,0,0,10,11,36
4667477,64,7,0,0,0,7,10,48
1999104,25,12,0,0,1,11,14,2
3758841,76,8,0,0,0,8,13,13
7627741,71,6,0,0,1,4,14,7
8390825,30,11,0,0,0,7,10,50
2318528,33,8,0,0,0,8,11,4
9975789,25,17,0,0,1,10,12,25
3217258,23,12,0,0,1,8,10,44
2699320,27,1,0,0,0,1,10,0
2003507,61,5,0,0,0,3,10,34
3488459,51,17,0,0,0,13,14,40
8324652,70,14,0,0,0,12,11,45
2389351,62,5,0,1,0,5,14,16
1510736,37,12,0,0,0,5,12,18
5715173,46,11,0,0,1,11,14,43
412310,54,3,1,0,0,3,12,5
2069927,48,14,0,0,1,9,10,44
4386483,37,0,0,0,0,0,11,50
2950011,74,5,0,0,0,5,13,9
1088718,60,5,0,0,1,5,10,24
5311309,72,19,0,0,0,8,13,18
1443947,23,8,0,0,0,8,10,18
1423925,63,0,0,0,0,0,12,11
2881888,61,4,0,0,1,4,14,40
8253120,38,17,0,0,1,8,10,7
353654,44,18,0,2,0,9,10,5
1661569,32,12,0,0,0,5,13,44
64822,33,9,0,0,1,9,11,17
7233894,37,9,0,0,0,3,12,46
11114,73,19,0,0,0,4,14,24
973794,69,16,0,0,1,8,14,2
5554586,39,18,0,0,0,13,13,4
1151777,41,0,0,0,0,0,10,24
636454,34,7,0,0,1,7,10,20
3368772,77,10,1,0,0,8,12,0
3867310,28,20,0,0,0,7,14,43
2363227,66,18,0,0,1,4,11,14
6104859,47,12,0,0,1,12,11,37
9032196,68,11,0,0,1,11,13,43
2214555,45,4,0,0,0,4,12,36
2250002,49,8,0,0,0,3,10,37
2814087,43,16,0,0,1,4,13,16
8354220,64,5,0,0,1,5,13,12
4527248,47,6,0,0,1,6,13,45
1024065,24,13,0,0,0,10,10,40
1165856,47,19,1,0,1,7,10,43
4684905,76,1,0,0,0,1,13,22
245102,36,4,0,0,0,4,12,15
5203541,30,17,0,0,0,8,13,14
151700,33,20,0,0,0,6,13,3
1923707,40,16,0,0,0,4,12,22
335570,73,13,0,0,1,3,12,0
6368227,34,20,0,0,0,4,14,34
9532425,61,16,0,0,0,3,14,41
5659276,66,19,0,0,0,9,14,16
8005608,65,8,0,0,0,8,12,12
6204281,66,11,0,0,0,11,10,38
678684,67,1,0,0,0,1,10,5
2293119,46,11,0,0,1,11,14,12
1591082,66,3,0,0,0,3,11,0
3996584,61,20,0,0,0,8,10,22
9047999,50,1,0,1,0,1,14,24
1697042,44,8,0,0,0,8,11,40
5164517,33,17,1,0,0,6,11,50
2935149,66,2,0,0,0,2,10,32
563154,43,19,0,1,0,6,11,43
2955113,58,6,0,0,0,5,12,43
2825908,45,1,0,0,1,1,10,28
554517,21,7,0,0,0,5,13,2
4372830,60,11,0,0,0,4,13,6
75855,33,17,0,0,0,12,11,41
3336849,22,2,0,0,0,2,14,29
235563,48,5,1,0,0,5,11,1
489402,61,10,0,0,0,10,12,27
3412690,66,13,0,0,0,11,14,7
1729641,38,12,0,0,0,12,12,7
4035113,61,5,0,0,1,5,13,6
1923707,40,16,0,0,0,4,12,22
2936274,49,4,0,0,0,4,10,22
4153428,34,6,0,2,0,5,12,12
9844107,28,9,1,1,0,4,13,40
6173989,30,8,0,0,0,6,11,3
250968,60,7,0,0,0,4,14,33
4478815,42,20,0,0,0,5,12,24
1484805,46,13,0,0,0,8,14,11
9476336,31,8,0,0,1,7,14,10
874067,55,15,0,0,0,9,14,31
3075503,32,17,0,0,0,3,13,5
2062664,55,6,0,0,0,6,13,9
248099,56,9,0,0,0,7,12,0
6516647,57,5,0,0,1,5,12,45
2045156,35,9,0,0,1,9,13,32
3983449,70,12,0,0,0,8,11,38
2847578,23,3,0,0,0,3,12,41
7847940,64,16,0,0,1,10,11,17
8390146,74,18,0,0,0,8,13,36
973794,69,16,0,0,1,8,14,2
7101109,34,0,0,0,0,0,10,34
3593774,57,11,0,0,0,11,11,19
2173663,50,7,0,0,0,7,13,11
3169984,29,1,0,0,0,1,11,3
3264559,29,14,1,0,0,4,10,43
5337710,23,13,0,0,1,6,13,31
737051,58,0,0,0,1,0,12,37
5666785,42,7,0,0,0,7,12,42
7362604,31,3,0,0,0,3,13,26
1363933,45,14,0,0,1,4,10,26
5603047,39,1,0,0,1,1,10,47
7731278,33,12,1,0,0,11,13,1
1742621,75,17,1,0,1,3,12,17
524809,57,19,0,0,1,9,12,36
3640092,65,2,0,0,1,2,12,28
9317664,62,8,0,0,1,8,12,17
826681,78,4,1,0,1,4,14,16
5899960,67,11,0,0,0,11,14,25
4512216,76,18,0,0,0,7,14,8
3290571,50,11,0,0,0,5,11,17
6926537,59,18,0,0,0,6,13,36
826478,33,15,0,0,0,13,11,8
6976958,64,1,0,0,0,1,13,19
1904060,72,8,0,0,0,8,14,17
3068887,35,8,0,0,0,7,10,1
8891641,67,15,0,0,0,7,12,40
8435439,68,1,0,0,0,1,14,2
706809,71,3,0,0,0,3,13,29
779608,25,13,0,0,1,6,13,35
1966474,26,16,0,0,1,4,10,47
5725424,73,17,0,0,0,5,12,39
1999332,56,1,0,0,0,1,10,9
2208036,38,7,0,0,0,7,11,32
3843088,44,10,0,0,1,6,10,19
4346432,32,17,0,0,0,11,14,11
420777,41,1,0,0,0,1,11,3
6497883,61,15,0,0,0,9,11,30
5508808,62,15,1,0,1,14,10,15
555485,31,15,0,0,1,12,11,5
4435200,60,15,0,0,0,5,10,1
5323346,29,12,0,0,0,4,14,42
9071461,63,18,1,0,1,8,13,31
1510736,37,12,0,0,0,5,12,18
6088232,58,18,0,0,0,4,10,17
2421932,31,9,1,0,1,9,12,24
5122648,62,14,0,0,1,4,10,42
1337374,52,20,0,0,1,9,12,46
61219,24,7,0,0,0,7,14,37
8109739,69,11,0,0,0,5,11,18
1956633,23,13,0,0,0,13,12,45
6754188,26,2,0,0,1,2,14,15
3745099,27,10,0,0,0,10,11,16
9772105,29,12,0,0,0,8,14,13
321358,78,17,0,0,0,9,13,34
2909502,27,18,0,0,0,4,11,14
448021,54,11,0,0,0,11,14,1
7642419,39,12,1,0,0,12,10,44
1400551,66,4,0,0,1,4,11,10
1837938,37,15,0,0,0,10,14,17
2162888,22,2,0,0,0,2,10,35
6088053,50,9,0,0,0,6,12,15
3114473,49,16,1,0,1,10,11,24
414060,64,16,0,1,0,14,11,21
2534496,73,8,0,0,0,4,14,45
9840316,24,13,0,0,0,4,11,26
794175,52,1,0,0,0,1,12,13
6735375,43,10,0,1,0,9,13,6
9225468,54,14,0,0,0,8,10,24
3611839,55,20,0,0,0,10,12,12
3770663,53,5,0,0,1,5,12,15
1211333,32,14,0,0,0,13,14,38
3409000,67,3,0,0,1,3,10,10
2313571,73,16,0,0,1,7,14,31
4499377,48,11,0,0,0,11,12,4
1818040,54,1,0,0,0,1,14,25
5464244,35,5,0,0,0,5,12,10
2488928,23,8,0,0,0,8,10,16
1112644,23,16,0,0,1,6,10,10
9145505,43,2,0,0,0,2,12,39
2364798,68,5,0,0,0,5,10,4
779324,45,20,0,0,0,4,10,38
3956624,66,18,0,0,0,12,10,49
1731493,26,15,0,0,0,4,14,9
5681209,68,9,0,0,0,9,13,9
9043312,71,10,0,2,0,3,14,14
4725567,36,5,0,0,0,5,10,0
216139,39,12,0,0,0,10,11,32
407393,73,16,0,0,0,10,12,48
3952093,57,7,0,0,0,7,10,0
2087379,33,17,1,0,1,4,10,42
2439128,55,7,0,0,0,7,10,14
3177996,28,1,0,0,0,1,12,36
4726819,67,5,0,0,0,5,13,11
3990809,58,12,0,2,0,12,11,23
9046990,35,12,0,0,0,3,12,35
7917537,29,8,0,0,1,3,13,32
9104944,57,12,0,0,1,12,10,17
4879862,75,2,0,2,0,2,12,17
6269156,66,6,0,0,0,6,12,7
1692995,46,8,0,0,0,8,14,4
11114,73,19,0,0,0,4,14,24
448452,22,7,0,0,0,6,13,9
7863191,73,20,0,0,1,5,10,14
1818040,54,1,0,0,0,1,14,25
4072094,39,9,0,0,0,9,14,9
9504715,51,14,0,0,1,14,10,11
424318,57,7,0,0,0,7,14,45
649902,54,15,0,0,0,8,11,40
9370159,76,4,0,0,1,4,14,37
979130,62,1,0,0,1,1,12,38
6073972,69,9,0,0,0,3,14,37
9155705,35,12,0,0,1,12,12,45
4128007,74,11,0,0,0,11,12,24
8007329,77,9,0,0,1,9,13,38
5453088,34,20,0,1,1,9,10,32
6889369,27,9,0,0,0,4,12,30
1742621,75,17,1,0,1,3,12,17
8139107,35,17,1,0,1,12,10,41
2745019,58,16,0,2,0,6,14,22
5792307,24,9,0,0,1,8,13,5
436875,62,17,0,0,0,6,10,14
6606244,33,8,0,0,0,8,13,1
8024706,66,17,1,0,0,12,10,27
3336489,45,5,0,0,1,5,14,10
2267024,35,14,0,0,0,8,14,19
775721,47,1,0,0,0,1,13,25
3291384,42,4,0,0,0,4,12,4
800194,33,5,0,0,0,5,13,8
1847709,44,3,0,0,1,3,12,39
5127918,75,13,1,0,0,13,10,49
3345348,64,5,0,0,0,5,14,50
3552170,68,9,0,0,1,9,14,32
2929735,23,14,0,0,0,9,12,31
5765297,30,18,0,0,1,5,10,47
2070816,65,19,1,0,0,8,12,36
6184989,37,18,0,0,0,5,10,20
9003144,43,0,0,0,1,0,14,27
2559472,39,10,0,0,1,10,10,7
2309662,64,12,0,2,0,10,11,30
2336648,25,9,1,0,1,6,11,31
2955958,35,17,0,0,1,7,11,17
4307053,68,8,0,0,1,6,14,28
2541624,32,15,0,0,0,3,12,7
5273396,30,13,0,0,0,4,11,14
1085710,72,12,0,0,0,9,10,29
6870039,48,0,0,0,0,0,13,9
8295121,50,11,0,0,0,5,11,46
2803101,25,10,0,0,0,10,14,14
6861266,58,3,0,0,1,3,13,27
1648740,77,14,0,0,0,6,13,35
2499276,21,0,0,0,0,0,12,14
926842,26,10,0,2,0,10,12,21
1053988,73,6,0,2,0,6,13,4
2564409,29,13,0,0,1,7,12,17
976533,48,2,0,0,0,2,10,43
1161702,28,4,1,0,0,4,14,29
3468274,66,2,0,0,0,2,14,5
974413,35,1,0,0,0,1,14,29
5863246,38,9,0,0,0,7,14,9
137594,52,10,0,0,1,7,10,19
979926,61,14,0,0,1,7,11,0
6754188,26,2,0,0,1,2,14,15
694536,25,19,0,0,0,5,13,46
1255500,49,4,0,0,0,4,13,21
3098010,77,15,0,0,1,14,10,14
444242,77,11,1,0,0,8,12,34
4910728,44,3,1,0,0,3,12,39
974748,42,6,0,0,0,6,11,47
1091635,74,11,0,0,1,3,11,27
4544686,62,8,0,1,0,5,13,9
1112644,23,16,0,0,1,6,10,10
4581003,33,14,0,0,0,4,13,32
3718617,52,13,0,1,1,10,10,5
1131868,46,10,0,0,0,10,12,2
1606109,42,3,0,0,0,3,13,6
5591112,50,16,0,0,0,9,11,5
7247143,55,2,0,1,1,2,11,23
10310,70,20,0,0,1,7,14,6
495619,26,1,0,0,0,1,14,11
7695399,49,6,0,0,1,6,11,42
7074289,37,1,1,0,0,1,12,2
6088232,58,18,0,0,0,4,10,17
2903718,58,11,0,1,1,11,14,23
4636538,56,4,0,0,0,4,10,48
3226128,45,9,0,0,0,9,11,12
7359576,75,17,0,2,0,14,14,30
8561605,41,16,0,0,0,9,11,43
1108464,57,20,0,0,0,7,14,6
5307708,67,17,0,0,0,4,13,2
4925213,59,10,0,1,1,6,10,30
187955,41,0,0,0,0,0,11,48
562866,40,15,0,2,1,7,12,12
8184187,49,2,0,0,0,2,13,31
1868963,73,16,0,0,1,7,12,42
1208514,72,6,0,0,0,6,10,16
2684235,61,13,0,0,0,6,14,1
5284369,76,13,1,0,0,9,11,11
11114,73,19,0,0,0,4,14,24
8390119,37,0,0,0,0,0,14,11
412015,23,8,0,0,0,4,10,19
1107270,35,16,0,0,0,4,13,8
3791460,22,15,0,0,0,7,14,47
5507500,65,9,0,0,1,8,10,21
1538951,73,9,0,0,1,9,10,2
7405777,78,13,1,0,0,5,12,5
4273001,62,14,0,1,1,14,14,3
2065698,24,10,0,0,1,5,11,23
1578598,50,11,0,0,0,11,11,4
2024213,38,19,0,0,0,8,14,36
1537922,28,5,0,0,0,5,12,10
4279587,56,11,0,0,1,11,10,48
800194,33,5,0,0,0,5,13,8
8813566,38,20,1,0,0,6,12,2
2178434,76,16,0,0,0,3,13,2
7645788,71,17,0,0,1,13,14,30
1362373,21,0,0,0,0,0,10,37
7564019,38,19,0,0,1,13,14,36
5190338,50,9,0,0,0,6,13,7
9476633,66,15,0,0,1,6,14,17
2362103,56,2,0,0,0,2,11,34
1906089,27,14,0,0,0,5,13,42
6360884,65,8,0,0,1,5,11,36
8485097,23,18,0,2,0,11,14,30
8801121,26,0,0,0,1,0,10,41
5805375,77,16,0,0,1,13,14,3
3033225,71,2,0,0,0,2,14,8
7462582,72,12,0,0,0,12,10,48
496449,44,12,0,0,0,10,10,38
7730239,55,16,0,0,1,3,12,19
614251,59,14,0,0,0,12,13,30
2289820,59,20,0,0,0,12,14,43
8813566,38,20,1,0,0,6,12,2
5753312,48,5,0,0,1,5,13,23
9569607,51,13,0,0,0,12,13,6
448452,22,7,0,0,0,6,13,9
4415868,48,1,0,0,0,1,14,37
1623907,44,14,0,1,0,14,11,22
449090,73,14,0,0,0,7,14,36
4113298,63,0,0,0,0,0,12,27
4407262,64,8,0,0,1,6,11,8
6826034,56,14,0,0,0,5,11,24
5748851,74,5,0,0,0,5,13,25
3188782,78,17,0,0,0,11,10,34
4289345,64,10,0,0,0,6,11,38
6386403,31,10,0,0,0,10,14,49
2822666,31,0,0,0,1,0,11,15
8660614,24,18,0,0,1,4,14,46
1074945,69,16,0,0,0,11,11,14
5844298,62,5,0,0,0,5,10,5
2477727,63,15,0,0,0,7,12,49
7962568,28,14,0,0,1,5,13,6
244282,53,15,0,0,0,11,14,47
831067,48,2,1,0,0,2,11,34
64822,33,9,0,0,1,9,11,17
2556201,62,14,0,0,0,11,12,8
9045432,49,3,0,0,0,3,10,6
8709947,50,19,0,0,0,4,13,45
2869872,56,19,0,0,0,11,12,8
2428943,34,18,0,0,0,10,14,43
9937644,27,13,0,0,1,4,14,30
3753805,68,0,0,0,0,0,13,14
8628039,46,1,0,2,0,1,12,38
2974371,33,8,0,0,1,8,12,2
6897815,47,14,0,0,1,5,12,28
3242214,29,3,0,0,0,3,13,28
972554,54,13,0,0,1,13,12,36
3057698,54,6,0,0,0,6,10,37
9737452,41,1,1,0,0,1,12,9
9434706,30,9,0,0,0,9,13,50
510912,32,5,0,0,1,5,12,14
9391736,53,3,0,0,1,3,10,29
150879,77,0,0,1,1,0,12,33
3909537,30,6,0,0,0,4,14,8
7984225,26,9,0,0,0,9,13,2
2989320,76,13,0,0,0,9,14,23
4646074,77,16,0,0,0,6,13,4
1969961,51,9,1,0,1,9,12,34
2453112,34,6,0,0,0,6,14,31
1682040,62,9,0,0,0,9,13,23
8440210,79,18,0,0,0,5,10,3
370760,27,16,0,0,0,12,10,24
2143718,25,0,0,1,1,0,10,8
422892,59,7,0,0,1,7,10,47
660630,70,1,0,0,1,1,10,18
2748810,71,2,0,0,0,2,10,7
1556371,39,11,0,0,0,8,13,45
5069235,26,10,0,0,1,9,14,47
973794,69,16,0,0,1,8,14,2
2575197,72,2,0,2,0,2,14,39
620687,58,15,0,1,1,14,13,5
757960,58,5,0,0,1,5,10,6
6977568,68,1,0,0,0,1,10,41
6081941,22,19,0,0,1,6,12,21
2587178,67,14,0,0,0,3,10,28
8353567,55,14,0,2,0,3,12,21
2175522,64,1,0,0,0,1,13,29
7303811,47,2,0,0,1,2,11,2
9388165,29,19,0,0,0,13,11,27
9454655,35,7,0,0,0,7,14,5
6254644,69,11,0,0,1,7,10,7
3762078,27,11,0,0,0,9,12,21
1026262,79,12,1,2,1,12,10,14
8553248,74,0,1,0,1,0,14,43
1285815,61,2,0,0,0,2,14,3
4081659,33,19,0,0,1,9,11,29
151700,33,20,0,0,0,6,13,3
1114427,73,9,0,0,1,9,13,36
2911820,27,11,0,0,1,11,10,35
2292434,43,17,0,0,0,11,11,25
2699320,27,1,0,0,0,1,10,0
5487257,25,13,0,0,0,12,13,20
1661569,32,12,0,0,0,5,13,44
1882143,45,19,0,0,1,4,14,5
4214367,63,19,0,0,1,14,11,43
1947449,42,8,0,0,0,8,11,23
3365275,43,4,0,0,0,3,14,32
6591039,72,15,0,0,1,3,14,3
7922463,34,16,0,0,0,7,14,14
3852642,23,11,0,0,0,11,12,20
1255635,68,10,0,0,0,10,14,30
2386843,45,6,0,0,0,6,10,26
5465985,35,9,0,0,0,9,10,10
8813566,38,20,1,0,0,6,12,2
3536350,46,19,0,0,0,5,12,39
3352999,54,16,0,0,0,14,11,11
8453055,72,4,0,0,0,3,14,29
974748,42,6,0,0,0,6,11,47
5262116,43,1,0,0,0,1,10,7
4862321,65,16,1,0,1,9,11,37
1127903,74,15,0,0,1,3,12,8
6558967,41,10,1,0,0,10,12,36
5462646,42,18,1,0,0,11,11,3
3727264,30,15,0,2,0,10,10,30
7984225,26,9,0,0,0,9,13,2
8162332,74,9,0,0,0,6,10,35
8450190,26,6,0,0,0,6,10,36
6395781,23,18,0,0,1,9,10,49
7759112,46,16,0,0,0,3,13,36
4642438,55,13,0,0,0,13,14,8
1467935,28,8,1,0,0,8,13,13
4774357,48,12,1,0,0,12,14,31
1837938,37,15,0,0,0,10,14,17
2561886,41,6,0,0,1,5,14,48
7785014,58,15,1,0,0,3,10,33
3564559,39,13,1,0,1,6,10,42
279241,41,0,0,0,1,0,14,14
4130211,40,18,1,0,1,4,10,11
6379994,38,7,0,0,0,7,14,36
9518593,71,6,0,0,0,6,13,26
6066839,44,9,0,0,0,3,11,26
1960045,62,5,0,0,0,5,13,43
2157311,78,14,0,0,0,6,12,20
1950787,53,12,1,0,0,7,12,19
2740967,63,5,0,0,0,5,13,12
4089865,71,11,0,0,0,7,11,42
3823997,57,18,0,0,1,6,12,31
2576636,75,17,0,1,1,11,14,2
9148621,43,9,0,0,0,3,12,0
3656909,68,14,0,1,0,4,14,3
450688,72,7,0,0,0,7,14,44
7112255,55,19,0,0,0,14,14,41
3078173,59,12,0,0,1,9,10,29
8977692,43,10,0,0,1,9,10,24
265958,21,2,1,0,0,2,13,38
1872336,28,3,0,0,1,3,12,35
4668470,67,13,0,2,0,9,10,46
7176272,41,5,1,0,1,3,14,18
1050149,33,5,0,0,0,5,13,20
7582947,64,20,1,0,1,5,12,50
8500268,23,8,0,0,0,8,10,50
1177746,64,11,0,0,1,8,13,9
3987600,40,4,0,0,0,4,13,20
6198507,28,14,0,0,0,12,13,30
893850,73,2,0,0,1,2,13,33
681686,71,18,0,0,0,13,10,26
3738489,50,14,0,0,1,6,11,46
3658284,57,0,0,0,1,0,11,28
3157162,48,11,0,0,0,7,14,5
7474639,44,12,0,0,1,3,13,20
4334023,72,1,0,0,0,1,11,33
1765870,39,11,0,2,0,11,10,28
2010564,71,16,0,0,1,3,12,31
3291384,42,4,0,0,0,4,12,4
1837938,37,15,0,0,0,10,14,17
3800750,40,14,0,1,0,5,14,49
9804227,60,11,0,0,0,8,11,2
8878375,65,7,0,0,0,7,14,50
9249971,69,4,0,0,0,4,14,14
1743237,66,0,0,0,0,0,14,12
2278568,25,4,0,0,0,4,12,11
9098609,36,2,0,0,0,2,11,31
1963558,36,15,0,0,1,7,13,31
4430105,36,16,0,0,0,9,11,18
1871076,52,18,0,0,0,3,10,26
5787175,22,2,0,0,0,2,14,41
8111049,71,2,0,2,0,2,14,38
7522126,76,14,0,1,0,7,11,9
2895125,47,5,0,0,1,3,13,33
1225686,65,9,0,0,0,5,13,36
4719915,61,0,0,0,0,0,13,39
6410529,45,4,0,0,0,4,14,21
692633,54,12,0,0,1,6,14,34
1169819,72,18,0,0,1,11,10,17
8446445,36,6,0,0,0,6,10,48
7458144,26,13,0,0,1,7,11,19
9777823,61,13,0,0,0,8,11,3
9834384,28,13,0,0,0,5,14,34
3638802,76,5,1,1,1,5,10,12
8248454,64,8,0,0,0,8,14,45
1598789,60,14,0,0,0,5,13,18
555482,32,12,0,0,0,9,11,18
5620082,58,14,0,0,0,9,11,3
7098940,60,5,0,0,1,5,11,29
228131,30,5,0,0,0,5,12,40
479199,57,18,0,0,0,13,13,8
3092529,49,1,0,0,0,1,10,28
3533484,47,6,0,0,0,6,12,15
9307114,27,15,0,0,1,13,10,18
641982,44,5,0,0,1,5,12,38
7965186,25,15,1,0,0,9,12,35
6578390,48,17,0,0,0,4,13,31
2037154,41,9,0,0,1,6,14,13
9179456,43,15,0,0,0,7,11,46
7159687,38,5,0,0,0,3,11,17
2537374,45,6,0,0,1,3,10,21
2677160,27,14,1,2,1,10,10,20
700895,33,0,0,0,0,0,13,41
5648251,48,2,0,0,1,2,13,9
1448705,69,11,0,0,1,7,13,31
3090546,54,9,0,0,0,5,12,48
333219,63,1,1,0,0,1,12,15
460547,70,20,0,0,0,4,12,4
794175,52,1,0,0,0,1,12,13
5237884,31,3,0,0,0,3,14,37
5523182,41,16,0,0,1,7,12,0
5994422,62,17,0,0,0,6,13,38
675893,46,7,0,0,0,6,11,49
1934502,27,18,0,1,0,5,14,24
9368826,22,4,0,0,0,4,13,1
2162632,76,7,0,0,1,7,10,4
3852642,23,11,0,0,0,11,12,20
911309,69,12,0,0,0,9,13,1
2974289,22,3,0,0,0,3,13,12
6142261,44,17,0,0,1,5,13,37
4612685,25,19,0,0,1,8,11,43
6351922,57,6,1,0,1,5,10,34
4689752,47,20,0,0,0,3,10,1
1872336,28,3,0,0,1,3,12,35
166480,36,8,0,0,1,8,11,0
2974289,22,3,0,0,0,3,13,12
3168724,65,14,0,0,0,4,10,48
794175,52,1,0,0,0,1,12,13
5230341,54,13,0,0,0,7,10,17
4240357,58,2,0,0,1,2,12,49
4030961,25,6,0,0,0,6,12,32
7359458,29,3,0,0,0,3,14,11
4400405,73,17,0,0,1,8,12,47
8282569,62,9,0,0,1,5,12,25
5284389,26,13,0,0,0,11,13,42
7840891,54,9,1,0,1,6,14,30
1315106,62,5,0,0,0,5,12,0
1086347,26,10,0,0,1,10,10,30
4792278,78,9,0,0,1,9,13,11
9799212,61,20,0,0,0,5,10,36
1209322,41,10,0,0,1,10,13,3
9809659,30,12,0,0,1,11,12,7
3703217,22,9,0,0,1,9,14,0
8793461,53,18,0,0,0,8,10,3
8822942,65,13,0,2,0,8,12,19
8229070,38,7,0,0,1,7,10,9
3635824,56,8,0,0,0,8,13,2
5169846,54,13,0,0,0,5,10,5
1209322,41,10,0,0,1,10,13,3
80183,72,4,0,0,1,4,13,21
4323553,54,13,0,0,0,3,12,17
1510736,37,12,0,0,0,5,12,18
1999104,25,12,0,0,1,11,14,2
3311230,48,19,0,0,1,13,10,1
432951,45,1,0,0,1,1,11,41
1896591,25,19,0,0,0,5,13,32
2926477,78,19,0,0,0,3,10,14
5951430,55,10,1,0,0,10,10,41
4421612,79,20,0,0,0,8,11,32
4221508,29,9,0,0,0,9,11,43
4634173,34,11,0,0,0,6,10,20
6028273,70,6,0,0,1,6,14,15
460547,70,20,0,0,0,4,12,4
5935317,78,15,0,0,0,11,12,38
1085710,72,12,0,0,0,9,10,29
1537266,78,13,0,0,0,9,12,15
1356494,68,5,0,0,0,5,12,3
11114,73,19,0,0,0,4,14,24
3481164,25,2,0,0,1,2,14,28
9307114,27,15,0,0,1,13,10,18
2477727,63,15,0,0,0,7,12,49
5360213,64,12,0,0,1,4,14,18
6239581,38,8,0,0,1,8,13,25
1589605,46,13,0,0,0,9,10,38
854406,68,13,0,0,0,7,12,44
1325345,66,8,0,0,0,8,14,21
555482,32,12,0,0,0,9,11,18
450688,72,7,0,0,0,7,14,44
1106260,39,8,0,2,0,8,10,13
5694236,39,2,1,0,1,2,10,27
8369359,49,7,0,0,1,7,13,0
4703291,68,11,0,0,1,11,14,27
6172123,58,0,0,0,0,0,11,27
9364159,77,6,1,0,0,4,11,4
4392708,28,1,0,0,1,1,10,32
2310152,68,18,0,1,0,10,11,46
1002314,35,0,0,0,1,0,10,29
9122234,60,11,0,0,0,8,13,25
3478374,74,5,0,0,0,5,10,35
4585149,29,19,0,2,1,6,13,34
3755504,59,14,0,1,0,8,12,46
1831322,31,18,0,0,0,7,10,7
8262466,46,4,0,0,0,4,13,48
389819,29,3,1,0,0,3,14,8
448452,22,7,0,0,0,6,13,9
2157500,59,16,0,0,0,11,11,11
2206541,52,10,0,2,0,10,10,33
5668365,38,16,0,0,0,8,13,13
